Hz,dB(vout/vin)
897428.8125,-16.7759265899658
899497.5625,-16.7753467559814
901571.125,-16.7747631072998
903649.5,-16.7741756439209
905732.625,-16.7735862731934
907820.5,-16.7729930877686
909913.25,-16.7723999023438
912010.8125,-16.771800994873
914113.25,-16.7712020874023
916220.5,-16.7705974578857
918332.625,-16.7699928283691
920449.5625,-16.7693843841553
922571.4375,-16.7687740325928
924698.1875,-16.768159866333
926829.8125,-16.767541885376
928966.375,-16.7669219970703
931107.875,-16.7662982940674
933254.3125,-16.7656726837158
935405.6875,-16.7650451660156
937562,-16.7644138336182
939723.3125,-16.7637786865234
941889.625,-16.7631416320801
944060.875,-16.7625026702881
946237.1875,-16.7618579864502
948418.4375,-16.7612133026123
950604.8125,-16.7605648040771
952796.1875,-16.7599124908447
954992.5625,-16.759256362915
957194.0625,-16.7586002349854
959400.625,-16.7579383850098
961612.25,-16.7572746276855
963829,-16.7566070556641
966050.875,-16.7559356689453
968277.875,-16.7552623748779
970509.9375,-16.7545871734619
972747.25,-16.7539081573486
974989.625,-16.7532253265381
977237.25,-16.7525386810303
979490,-16.7518501281738
981747.9375,-16.7511577606201
984011.125,-16.7504615783691
986279.5,-16.7497634887695
988553.125,-16.7490634918213
990831.9375,-16.7483577728271
993116.0625,-16.7476501464844
995405.4375,-16.7469387054443
997700.0625,-16.746223449707
1000000,-16.7455062866211
1002305.25,-16.7447834014893
1004615.8125,-16.7440586090088
1006931.6875,-16.7433319091797
1009252.875,-16.7425994873047
1011579.4375,-16.7418651580811
1013911.375,-16.7411270141602
1016248.6875,-16.740385055542
1018591.375,-16.7396411895752
1020939.5,-16.7388916015625
1023293,-16.7381420135498
1025651.9375,-16.7373867034912
1028016.3125,-16.7366275787354
1030386.125,-16.7358646392822
1032761.375,-16.7350997924805
1035142.1875,-16.7343292236328
1037528.4375,-16.7335567474365
1039920.1875,-16.732780456543
1042317.4375,-16.7320003509521
1044720.25,-16.7312183380127
1047128.5625,-16.7304306030273
1049542.375,-16.7296409606934
1051961.875,-16.7288455963135
1054386.875,-16.728048324585
1056817.5,-16.7272453308105
1059253.75,-16.7264404296875
1061695.5,-16.7256317138672
1064143,-16.7248191833496
1066596.125,-16.7240028381348
1069054.875,-16.7231826782227
1071519.25,-16.7223587036133
1073989.375,-16.7215309143066
1076465.25,-16.7206993103027
1078946.75,-16.7198638916016
1081434,-16.7190246582031
1083926.875,-16.7181797027588
1086425.625,-16.7173347473145
1088930.125,-16.7164821624756
1091440.375,-16.7156276702881
1093956.375,-16.7147693634033
1096478.25,-16.7139072418213
1099005.875,-16.7130393981934
1101539.25,-16.7121696472168
1104078.625,-16.7112941741943
1106623.75,-16.7104167938232
1109174.875,-16.7095336914063
1111731.75,-16.708646774292
1114294.5,-16.7077560424805
1116863.25,-16.706859588623
1119437.875,-16.705961227417
1122018.5,-16.7050590515137
1124605,-16.7041511535645
1127197.5,-16.703239440918
1129795.875,-16.7023239135742
1132400.375,-16.7014045715332
1135010.875,-16.7004795074463
1137627.25,-16.6995506286621
1140249.75,-16.6986179351807
1142878.375,-16.697681427002
1145513,-16.6967391967773
1148153.625,-16.6957950592041
1150800.375,-16.694845199585
1153453.25,-16.6938915252686
1156112.25,-16.6929321289063
1158777.375,-16.6919689178467
1161448.625,-16.6910018920898
1164126,-16.6900291442871
1166809.625,-16.6890525817871
1169499.375,-16.6880722045898
1172195.375,-16.6870861053467
1174897.5,-16.6860961914063
1177606,-16.6851024627686
1180320.625,-16.684103012085
1183041.5,-16.6830997467041
1185768.75,-16.6820907592773
1188502.25,-16.6810779571533
1191242,-16.680061340332
1193988.125,-16.6790390014648
1196740.5,-16.6780109405518
1199499.25,-16.67698097229
1202264.375,-16.6759433746338
1205036,-16.6749019622803
1207813.875,-16.6738567352295
1210598.125,-16.6728057861328
1213388.875,-16.6717491149902
1216186,-16.670690536499
1218989.625,-16.6696243286133
1221799.625,-16.6685543060303
1224616.25,-16.6674785614014
1227439.25,-16.6663990020752
1230268.75,-16.6653137207031
1233104.875,-16.6642246246338
1235947.375,-16.6631298065186
1238796.625,-16.6620311737061
1241652.25,-16.660924911499
1244514.625,-16.6598148345947
1247383.5,-16.6587009429932
1250259,-16.6575794219971
1253141.125,-16.6564540863037
1256030,-16.6553230285645
1258925.375,-16.6541881561279
1261827.5,-16.6530456542969
1264736.375,-16.6519012451172
1267651.875,-16.650749206543
1270574.125,-16.6495933532715
1273503.125,-16.6484298706055
1276438.75,-16.6472625732422
1279381.25,-16.646089553833
1282330.625,-16.6449127197266
1285286.625,-16.6437282562256
1288249.5,-16.6425399780273
1291219.25,-16.6413440704346
1294195.875,-16.6401462554932
1297179.25,-16.6389389038086
1300169.625,-16.6377296447754
1303166.75,-16.6365127563477
1306170.875,-16.635290145874
1309181.875,-16.6340618133545
1312199.875,-16.6328296661377
1315224.875,-16.6315898895264
1318256.75,-16.6303462982178
1321295.625,-16.6290969848633
1324341.5,-16.6278400421143
1327394.5,-16.6265773773193
1330454.375,-16.6253108978271
1333521.375,-16.6240367889404
1336595.5,-16.6227569580078
1339676.625,-16.6214733123779
1342765,-16.6201820373535
1345860.375,-16.6188850402832
1348962.875,-16.617582321167
1352072.625,-16.6162738800049
1355189.375,-16.6149578094482
1358313.5,-16.6136379241943
1361444.625,-16.6123104095459
1364583.125,-16.6109771728516
1367728.875,-16.6096382141113
1370881.75,-16.6082935333252
1374042,-16.6069431304932
1377209.5,-16.6055850982666
1380384.25,-16.6042213439941
1383566.375,-16.6028499603271
1386755.875,-16.6014747619629
1389952.625,-16.6000919342041
1393156.75,-16.5987033843994
1396368.375,-16.5973072052002
1399587.375,-16.5959072113037
1402813.75,-16.5944976806641
1406047.5,-16.5930843353271
1409288.75,-16.5916633605957
1412537.5,-16.5902347564697
1415793.75,-16.5888023376465
1419057.5,-16.5873603820801
1422328.75,-16.5859146118164
1425607.625,-16.5844593048096
1428894,-16.5830001831055
1432187.875,-16.5815334320068
1435489.375,-16.5800590515137
1438798.625,-16.5785789489746
1442115.375,-16.577091217041
1445439.75,-16.5755977630615
1448771.875,-16.5740966796875
1452111.625,-16.5725879669189
1455459.125,-16.5710735321045
1458814.25,-16.5695514678955
1462177.125,-16.5680236816406
1465547.875,-16.5664882659912
1468926.25,-16.5649452209473
1472312.5,-16.5633964538574
1475706.5,-16.561840057373
1479108.375,-16.5602760314941
1482518.125,-16.5587043762207
1485935.625,-16.5571269989014
1489361.125,-16.5555419921875
1492794.375,-16.5539493560791
1496235.625,-16.5523490905762
1499684.875,-16.5507411956787
1503142,-16.5491275787354
1506607.125,-16.5475063323975
1510080.125,-16.5458755493164
1513561.25,-16.5442390441895
1517050.375,-16.542594909668
1520547.5,-16.540943145752
1524052.75,-16.5392837524414
1527566,-16.537618637085
1531087.5,-16.5359439849854
1534617,-16.5342617034912
1538154.625,-16.5325717926025
1541700.5,-16.5308742523193
1545254.5,-16.5291690826416
1548816.625,-16.5274562835693
1552387,-16.5257358551025
1555965.625,-16.5240077972412
1559552.5,-16.5222721099854
1563147.625,-16.5205268859863
1566751.125,-16.5187740325928
1570362.75,-16.5170135498047
1573982.875,-16.5152454376221
1577611.25,-16.5134696960449
1581248,-16.5116844177246
1584893.25,-16.5098934173584
1588546.75,-16.508092880249
1592208.75,-16.5062828063965
1595879.125,-16.5044651031494
1599558,-16.5026397705078
1603245.375,-16.5008068084717
1606941.25,-16.4989643096924
1610645.625,-16.4971141815186
1614358.5,-16.4952545166016
1618080,-16.49338722229
1621810.125,-16.491512298584
1625548.75,-16.4896278381348
1629296,-16.4877338409424
1633052,-16.4858341217041
1636816.5,-16.483922958374
1640589.75,-16.4820041656494
1644371.75,-16.4800758361816
1648162.375,-16.4781398773193
1651961.75,-16.4761962890625
1655770,-16.4742412567139
1659586.875,-16.4722785949707
1663412.625,-16.4703063964844
1667247.25,-16.4683265686035
1671090.625,-16.4663372039795
1674942.875,-16.4643383026123
1678804,-16.462329864502
1682674,-16.4603118896484
1686553,-16.4582862854004
1690440.875,-16.4562511444092
1694337.75,-16.4542064666748
1698243.625,-16.4521541595459
1702158.5,-16.4500904083252
1706082.375,-16.4480171203613
1710015.375,-16.4459362030029
1713957.25,-16.4438438415527
1717908.375,-16.441743850708
1721868.625,-16.4396324157715
1725837.875,-16.4375133514404
1729816.375,-16.4353847503662
1733804,-16.4332447052002
1737800.875,-16.4310970306396
1741806.875,-16.4289379119873
1745822.125,-16.4267692565918
1749846.75,-16.4245910644531
1753880.5,-16.4224033355713
1757923.625,-16.4202060699463
1761976,-16.4179973602295
1766037.875,-16.4157791137695
1770109,-16.4135513305664
1774189.5,-16.4113140106201
1778279.375,-16.409065246582
1782378.75,-16.4068069458008
1786487.625,-16.4045391082764
1790605.875,-16.4022617340088
1794733.625,-16.3999710083008
1798870.875,-16.3976726531982
1803017.75,-16.3953628540039
1807174.125,-16.3930416107178
1811340.125,-16.3907127380371
1815515.625,-16.388370513916
1819700.875,-16.3860187530518
1823895.75,-16.3836574554443
1828100.25,-16.3812847137451
1832314.375,-16.3789005279541
1836538.375,-16.3765048980713
1840772,-16.3741016387939
1845015.375,-16.3716850280762
1849268.625,-16.3692569732666
1853531.625,-16.3668193817139
1857804.5,-16.364372253418
1862087.125,-16.3619117736816
1866379.75,-16.3594398498535
1870682.125,-16.3569583892822
1874994.5,-16.3544654846191
1879316.875,-16.3519611358643
1883649.125,-16.3494453430176
1887991.375,-16.3469181060791
1892343.625,-16.3443794250488
1896705.875,-16.3418292999268
1901078.25,-16.3392696380615
1905460.75,-16.3366966247559
1909853.25,-16.3341121673584
1914255.875,-16.3315162658691
1918668.75,-16.3289089202881
1923091.75,-16.3262882232666
1927524.875,-16.323657989502
1931968.375,-16.3210163116455
1936422,-16.3183612823486
1940885.875,-16.3156929016113
1945360.125,-16.3130149841309
1949844.625,-16.31032371521
1954339.5,-16.3076229095459
1958844.625,-16.3049087524414
1963360.25,-16.3021812438965
1967886.25,-16.2994422912598
1972422.75,-16.2966899871826
1976969.625,-16.2939262390137
1981527,-16.2911510467529
1986094.875,-16.2883625030518
1990673.375,-16.2855625152588
1995262.375,-16.2827491760254
1999861.875,-16.2799224853516
2004472,-16.2770843505859
2009092.875,-16.2742328643799
2013724.25,-16.2713680267334
2018366.375,-16.2684917449951
2023019.125,-16.2656021118164
2027682.75,-16.2627010345459
2032357,-16.2597846984863
2037042.125,-16.256856918335
2041738,-16.2539157867432
2046444.625,-16.2509613037109
2051162.125,-16.2479934692383
2055890.625,-16.2450122833252
2060629.875,-16.2420177459717
2065380.125,-16.2390117645264
2070141.375,-16.235990524292
2074913.5,-16.2329559326172
2079696.625,-16.229907989502
2084490.875,-16.2268466949463
2089296.125,-16.2237720489502
2094112.5,-16.2206840515137
2098940,-16.2175827026367
2103778.5,-16.2144660949707
2108628.25,-16.2113361358643
2113489,-16.2081928253174
2118361.25,-16.2050361633301
2123244.5,-16.2018642425537
2128139,-16.1986789703369
2133045,-16.1954803466797
2137962,-16.1922645568848
2142890.5,-16.189037322998
2147830.5,-16.1857948303223
2152781.75,-16.1825389862061
2157744.5,-16.1792678833008
2162718.5,-16.1759834289551
2167704,-16.1726837158203
2172701.25,-16.1693687438965
2177709.75,-16.1660404205322
2182730,-16.1626968383789
2187761.5,-16.1593379974365
2192805,-16.1559658050537
2197859.75,-16.1525783538818
2202926.5,-16.1491737365723
2208004.75,-16.1457576751709
2213094.75,-16.1423244476318
2218196.5,-16.1388759613037
2223310,-16.1354141235352
2228435.25,-16.1319351196289
2233572.25,-16.1284427642822
2238721.25,-16.1249332427979
2243882,-16.121410369873
2249054.5,-16.1178703308105
2254239.25,-16.114315032959
2259435.75,-16.1107444763184
2264644.25,-16.1071586608887
2269864.75,-16.1035575866699
2275097.5,-16.0999412536621
2280342,-16.0963077545166
2285598.75,-16.092658996582
2290867.75,-16.0889930725098
2296148.75,-16.0853118896484
2301441.75,-16.081615447998
2306747.25,-16.07790184021
2312064.75,-16.0741729736328
2317394.75,-16.0704288482666
2322736.75,-16.0666675567627
2328091.25,-16.0628890991211
2333458,-16.0590953826904
2338837.25,-16.0552845001221
2344228.75,-16.0514583587646
2349632.75,-16.0476150512695
2355049.25,-16.0437526702881
2360478.25,-16.0398769378662
2365919.75,-16.0359840393066
2371373.75,-16.0320720672607
2376840.25,-16.0281448364258
2382319.5,-16.0242004394531
2387811.25,-16.0202388763428
2393315.75,-16.0162620544434
2398833,-16.0122661590576
2404362.75,-16.0082530975342
2409905.5,-16.004222869873
2415460.75,-16.0001773834229
2421029,-15.9961128234863
2426610,-15.9920310974121
2432204,-15.9879312515259
2437810.75,-15.983814239502
2443430.5,-15.9796800613403
2449063.25,-15.9755277633667
2454709,-15.9713582992554
2460367.5,-15.967170715332
2466039.25,-15.9629650115967
2471724.25,-15.9587421417236
2477422,-15.9545001983643
2483133,-15.9502410888672
2488857.25,-15.9459638595581
2494594.75,-15.941668510437
2500345.25,-15.9373550415039
2506109.25,-15.9330234527588
2511886.5,-15.9286727905273
2517677,-15.9243030548096
2523480.75,-15.9199171066284
2529298,-15.9155111312866
2535128.75,-15.9110870361328
2540972.75,-15.9066438674927
2546830.25,-15.9021825790405
2552701.25,-15.8977022171021
2558586,-15.8932037353516
2564484,-15.8886852264404
2570395.75,-15.8841485977173
2576321.25,-15.8795928955078
2582260.25,-15.875018119812
2588213,-15.8704242706299
2594179.25,-15.8658103942871
2600159.5,-15.8611783981323
2606153.5,-15.8565273284912
2612161.25,-15.8518562316895
2618183,-15.8471660614014
2624218.5,-15.8424558639526
2630268,-15.8377265930176
2636331.5,-15.8329782485962
2642408.75,-15.8282098770142
2648500.25,-15.8234205245972
2654605.5,-15.8186130523682
2660725,-15.8137855529785
2666858.75,-15.8089380264282
2673006.5,-15.8040704727173
2679168.25,-15.7991828918457
2685344.5,-15.7942762374878
2691534.75,-15.7893476486206
2697739.5,-15.7843999862671
2703958.25,-15.7794322967529
2710191.75,-15.7744445800781
2716439.25,-15.7694358825684
2722701.25,-15.7644081115723
2728977.75,-15.7593584060669
2735268.75,-15.7542886734009
2741574.25,-15.7491989135742
2747894.25,-15.7440881729126
2754228.75,-15.7389574050903
2760577.75,-15.7338056564331
2766941.75,-15.7286329269409
2773320,-15.7234392166138
2779713.25,-15.718225479126
2786121.25,-15.7129907608032
2792543.75,-15.7077341079712
2798981.25,-15.7024574279785
2805433.75,-15.6971588134766
2811900.75,-15.691840171814
2818383,-15.6865005493164
2824880,-15.6811389923096
2831392,-15.6757564544678
2837919,-15.670352935791
2844461,-15.664927482605
2851018.25,-15.6594820022583
2857590.5,-15.6540145874023
2864178,-15.6485242843628
2870780.5,-15.6430139541626
2877398.5,-15.6374826431274
2884031.5,-15.6319284439087
2890680,-15.626353263855
2897343.5,-15.6207571029663
2904022.75,-15.615138053894
2910717,-15.6094980239868
2917427,-15.6038360595703
2924152.5,-15.5981521606445
2930893.25,-15.5924472808838
2937649.75,-15.5867204666138
2944421.75,-15.5809707641602
2951209.25,-15.5751991271973
2958012.5,-15.5694065093994
2964831.5,-15.563591003418
2971666,-15.5577545166016
2978516.5,-15.5518951416016
2985382.5,-15.5460138320923
2992264.75,-15.5401105880737
2999162.5,-15.5341854095459
3006076.25,-15.5282373428345
3013006,-15.5222682952881
3019951.75,-15.5162763595581
3026913.5,-15.5102624893188
3033891.25,-15.504225730896
3040885,-15.4981670379639
3047895,-15.4920864105225
3054921,-15.4859828948975
3061963.5,-15.4798574447632
3069022,-15.4737100601196
3076096.75,-15.4675397872925
3083188,-15.4613475799561
3090295.5,-15.455132484436
3097419.25,-15.4488954544067
3104559.5,-15.4426355361938
3111716.25,-15.4363536834717
3118889.5,-15.4300489425659
3126079.25,-15.4237222671509
3133285.75,-15.4173727035522
3140508.75,-15.4110012054443
3147748.25,-15.4046068191528
3155004.5,-15.3981904983521
3162277.75,-15.391752243042
3169567.5,-15.385290145874
3176874,-15.3788061141968
3184197.5,-15.3723011016846
3191537.75,-15.3657722473145
3198895,-15.3592214584351
3206269.25,-15.3526477813721
3213660.5,-15.3460531234741
3221068.75,-15.3394346237183
3228494,-15.3327941894531
3235936.5,-15.3261318206787
3243396.25,-15.319447517395
3250873,-15.3127403259277
3258367,-15.3060111999512
3265878.25,-15.299259185791
3273407,-15.2924861907959
3280953,-15.2856912612915
3288516.25,-15.2788734436035
3296097,-15.2720336914063
3303695.5,-15.2651720046997
3311311.25,-15.2582883834839
3318944.5,-15.2513828277588
3326595.5,-15.2444553375244
3334264.25,-15.2375059127808
3341950.5,-15.2305345535278
3349654.5,-15.2235422134399
3357376.25,-15.2165279388428
3365115.75,-15.2094917297363
3372873,-15.2024345397949
3380648.25,-15.1953554153442
3388441.5,-15.1882553100586
3396252.75,-15.1811332702637
3404082,-15.1739902496338
3411929,-15.1668262481689
3419794.5,-15.1596412658691
3427677.75,-15.1524343490601
3435579.5,-15.1452074050903
3443499.25,-15.1379594802856
3451437.5,-15.130690574646
3459393.75,-15.1234016418457
3467368.5,-15.1160917282104
3475361.5,-15.1087617874146
3483373.25,-15.1014108657837
3491403.25,-15.0940399169922
3499451.75,-15.08664894104
3507518.75,-15.0792379379272
3515604.5,-15.0718069076538
3523708.75,-15.0643558502197
3531831.75,-15.0568857192993
3539973.5,-15.0493965148926
3548134,-15.0418872833252
3556313.25,-15.0343589782715
3564511.25,-15.0268115997314
3572728.5,-15.0192451477051
3580964.25,-15.0116596221924
3589219.25,-15.0040559768677
3597493.25,-14.9964332580566
3605786.5,-14.9887933731079
3614098.75,-14.9811344146729
3622430,-14.9734573364258
3630780.5,-14.9657640457153
3639150.25,-14.9580516815186
3647539.5,-14.9503231048584
3655948,-14.9425764083862
3664375.75,-14.9348125457764
3672823,-14.9270324707031
3681289.75,-14.9192352294922
3689776,-14.9114217758179
3698281.75,-14.9035930633545
3706807.25,-14.8957471847534
3715352.25,-14.8878860473633
3723917,-14.8800096511841
3732501.5,-14.8721179962158
3741106,-14.8642110824585
3749730,-14.8562889099121
3758374,-14.8483533859253
3767038,-14.8404026031494
3775722,-14.8324384689331
3784425.75,-14.8244609832764
3793149.75,-14.8164701461792
3801894,-14.8084659576416
3810658.25,-14.8004493713379
3819442.75,-14.7924194335938
3828247.5,-14.7843770980835
3837072.5,-14.7763242721558
3845917.75,-14.7682580947876
3854783.5,-14.7601823806763
3863669.75,-14.7520952224731
3872576.5,-14.7439975738525
3881503.75,-14.7358894348145
3890451.5,-14.7277717590332
3899419.75,-14.7196445465088
3908409,-14.7115077972412
3917418.75,-14.7033624649048
3926449.25,-14.6952095031738
3935500.75,-14.6870470046997
3944573,-14.6788778305054
3953666.25,-14.6707019805908
3962780.25,-14.6625194549561
3971915.5,-14.6543302536011
3981071.75,-14.6461353302002
3990249,-14.6379346847534
3999447.5,-14.6297292709351
4008667.25,-14.6215190887451
4017908,-14.6133060455322
4027170.25,-14.6050882339478
4036454,-14.5968675613403
4045759,-14.5886449813843
4055085.25,-14.5804204940796
4064433.25,-14.572193145752
4073802.75,-14.5639657974243
4083193.75,-14.5557374954224
4092606.5,-14.5475091934204
4102041,-14.5392818450928
4111497.25,-14.5310554504395
4120975.25,-14.5228309631348
4130475,-14.5146083831787
4139996.75,-14.5063886642456
4149540.5,-14.4981737136841
4159106,-14.4899616241455
4168693.75,-14.4817543029785
4178303.75,-14.4735527038574
4187935.75,-14.4653577804565
4197590,-14.4571695327759
4207266.5,-14.4489879608154
4216965,-14.4408140182495
4226686,-14.4326496124268
4236429.5,-14.4244947433472
4246195.5,-14.4163494110107
4255984,-14.4082155227661
4265795,-14.4000930786133
4275629,-14.3919820785522
4285485,-14.383885383606
4295364.5,-14.3758020401001
4305266,-14.3677339553833
4315191,-14.3596801757813
4325138.5,-14.3516435623169
4335109,-14.3436241149902
4345102,-14.3356227874756
4355118.5,-14.3276395797729
4365158.5,-14.3196754455566
4375221,-14.3117332458496
4385307,-14.3038110733032
4395416,-14.2959127426147
4405548.5,-14.2880353927612
4415704.5,-14.2801837921143
4425883.5,-14.2723569869995
4436086.5,-14.2645559310913
4446312.5,-14.2567825317383
4456562.5,-14.2490367889404
4466836,-14.2413187026978
4477133,-14.2336320877075
4487454,-14.2259750366211
4497798.5,-14.2183513641357
4508167,-14.2107601165771
4518559.5,-14.2032032012939
4528976,-14.1956806182861
4539416,-14.1881952285767
4549880.5,-14.1807470321655
4560369,-14.1733369827271
4570882,-14.1659660339355
4581419,-14.1586360931396
4591980,-14.1513481140137
4602565.5,-14.1441030502319
4613175.5,-14.1369028091431
4623810,-14.1297473907471
4634469,-14.1226387023926
4645153,-14.1155786514282
4655861,-14.108567237854
4666594,-14.1016054153442
4677351.5,-14.0946960449219
4688134,-14.0878391265869
4698941,-14.081036567688
4709773.5,-14.0742893218994
4720630.5,-14.0675983428955
4731512.5,-14.0609664916992
4742420,-14.0543937683105
4753352.5,-14.0478820800781
4764310,-14.0414333343506
4775292.5,-14.0350465774536
4786301,-14.0287256240845
4797334.5,-14.0224723815918
4808393.5,-14.016284942627
4819478,-14.0101680755615
4830588,-14.0041217803955
4841723.5,-13.9981479644775
4852885,-13.9922475814819
4864072,-13.9864225387573
4875285,-13.9806747436523
4886523.5,-13.975004196167
4897788,-13.9694147109985
4909079,-13.9639053344727
4920395.5,-13.9584798812866
4931738,-13.9531393051147
4943107,-13.947883605957
4954502,-13.9427156448364
4965923,-13.9376373291016
4977371,-13.9326496124268
4988845,-13.927755355835
5000345.5,-13.9229545593262
5011872.5,-13.918249130249
5023426,-13.9136409759521
5035006,-13.9091320037842
5046613,-13.9047250747681
5058246.5,-13.9004192352295
5069907,-13.8962173461914
5081594.5,-13.8921222686768
5093308.5,-13.8881340026855
5105050,-13.8842544555664
5116818.5,-13.8804864883423
5128614,-13.8768310546875
5140436.5,-13.8732900619507
5152286.5,-13.8698644638062
5164163.5,-13.8665571212769
5176068.5,-13.8633689880371
5188000.5,-13.8603029251099
5199960,-13.8573589324951
5211947,-13.8545398712158
5223962,-13.8518466949463
5236004.5,-13.8492822647095
5248074.5,-13.8468475341797
5260172.5,-13.8445453643799
5272298.5,-13.8423757553101
5284452.5,-13.8403415679932
5296634.5,-13.8384447097778
5308844.5,-13.8366861343384
5321082.5,-13.8350677490234
5333349,-13.8335914611816
5345643.5,-13.8322601318359
5357966.5,-13.831072807312
5370318,-13.8300333023071
5382698,-13.8291435241699
5395106,-13.8284034729004
5407543,-13.8278160095215
5420009,-13.8273830413818
5432503.5,-13.8271055221558
5445026.5,-13.8269863128662
5457578.5,-13.8270244598389
5470159.5,-13.8272247314453
5482769.5,-13.8275871276855
5495408.5,-13.8281135559082
5508077,-13.8288049697876
5520774.5,-13.8296642303467
5533501,-13.8306922912598
5546257,-13.8318901062012
5559042.5,-13.8332595825195
5571857.5,-13.8348026275635
5584702,-13.8365211486816
5597576,-13.8384160995483
5610480,-13.8404884338379
5623413.5,-13.8427400588989
5636376.5,-13.8451719284058
5649369.5,-13.8477869033813
5662393,-13.8505840301514
5675446,-13.8535671234131
5688529.5,-13.8567361831665
5701642.5,-13.8600921630859
5714786.5,-13.86363697052
5727960.5,-13.8673715591431
5741164.5,-13.8712978363037
5754399.5,-13.875415802002
5767664.5,-13.8797273635864
5780960.5,-13.8842334747314
5794287,-13.8889350891113
5807644,-13.8938331604004
5821032,-13.8989295959473
5834451,-13.904224395752
5847901,-13.9097194671631
5861381.5,-13.9154138565063
5874893.5,-13.9213094711304
5888436.5,-13.9274082183838
5902011,-13.9337100982666
5915616.5,-13.9402141571045
5929253,-13.9469242095947
5942921.5,-13.9538383483887
5956621.5,-13.9609594345093
5970353,-13.9682855606079
5984116,-13.9758186340332
5997911,-13.9835596084595
6011737.5,-13.9915075302124
6025596,-13.9996643066406
6039486.5,-14.0080289840698
6053408.5,-14.0166025161743
6067363.5,-14.0253858566284
6081350,-14.0343780517578
6095369,-14.0435800552368
6109420,-14.0529909133911
6123504,-14.0626106262207
6137620,-14.0724411010742
6151768.5,-14.082480430603
6165950,-14.0927295684814
6180164,-14.1031875610352
6194411,-14.1138553619385
6208690.5,-14.1247310638428
6223003,-14.1358156204224
6237348.5,-14.1471080780029
6251727,-14.1586093902588
6266138.5,-14.170316696167
6280583.5,-14.1822309494019
6295062,-14.1943511962891
6309573.5,-14.2066774368286
6324118.5,-14.2192087173462
6338697,-14.2319431304932
6353309.5,-14.2448816299438
6367955,-14.2580213546753
6382635,-14.2713632583618
6397348.5,-14.2849054336548
6412096,-14.2986478805542
6426877,-14.3125877380371
6441692.5,-14.3267250061035
6456542.5,-14.3410587310791
6471426,-14.3555870056152
6486344.5,-14.3703088760376
6501297,-14.3852224349976
6516284,-14.4003267288208
6531305.5,-14.415620803833
6546361.5,-14.4311017990112
6561452.5,-14.4467687606812
6576578.5,-14.4626197814941
6591739,-14.4786548614502
6606934.5,-14.4948692321777
6622165,-14.5112638473511
6637430.5,-14.5278348922729
6652731.5,-14.5445823669434
6668067.5,-14.561502456665
6683439,-14.5785932540894
6698846,-14.595853805542
6714288.5,-14.61328125
6729766.5,-14.6308736801147
6745280.5,-14.6486291885376
6760830,-14.6665449142456
6776415,-14.6846179962158
6792036.5,-14.7028465270996
6807693.5,-14.7212285995483
6823387,-14.7397603988647
6839116.5,-14.7584419250488
6854882.5,-14.7772674560547
6870684.5,-14.796236038208
6886523,-14.8153448104858
6902398,-14.8345909118652
6918309.5,-14.8539714813232
6934258,-14.8734827041626
6950243,-14.8931245803833
6966265,-14.9128904342651
6982324,-14.9327793121338
6998420,-14.9527893066406
7014553,-14.9729146957397
7030723,-14.9931535720825
7046930.5,-15.013503074646
7063175.5,-15.0339593887329
7079458,-15.0545196533203
7095777.5,-15.0751800537109
7112135,-15.0959386825562
7128530.5,-15.1167898178101
7144963.5,-15.137731552124
7161434,-15.1587600708008
7177943,-15.1798725128174
7194490,-15.2010641098022
7211075,-15.2223320007324
7227698,-15.2436723709106
7244359.5,-15.2650804519653
7261059.5,-15.2865543365479
7277798,-15.3080902099609
7294575,-15.3296823501587
7311391,-15.3513288497925
7328245.5,-15.3730249404907
7345138.5,-15.3947658538818
7362071,-15.4165487289429
7379042.5,-15.4383697509766
7396053,-15.4602241516113
7413102.5,-15.4821090698242
7430191.5,-15.5040187835693
7447319.5,-15.5259494781494
7464487.5,-15.5478973388672
7481695,-15.5698585510254
7498942,-15.5918283462524
7516229,-15.6138019561768
7533555.5,-15.6357755661011
7550922.5,-15.6577444076538
7568329,-15.6797046661377
7585776,-15.7016515731812
7603263,-15.7235803604126
7620790,-15.7454872131348
7638358,-15.7673664093018
7655966,-15.7892141342163
7673615,-15.8110256195068
7691304.5,-15.8327960968018
7709034.5,-15.8545207977295
7726806,-15.8761949539185
7744618,-15.8978137969971
7762471,-15.9193716049194
7780365.5,-15.9408655166626
7798301,-15.9622888565063
7816278,-15.9836368560791
7834296.5,-16.0049057006836
7852356.5,-16.0260887145996
7870458,-16.0471820831299
7888601,-16.0681800842285
7906786.5,-16.0890769958496
7925013.5,-16.1098670959473
7943282.5,-16.1305484771729
7961593.5,-16.1511135101318
7979947,-16.1715545654297
7998342.5,-16.1918697357178
8016780.5,-16.2120532989502
8035261,-16.2320976257324
8053784.5,-16.2519989013672
8072350.5,-16.2717514038086
8090959,-16.2913475036621
8109610.5,-16.3107852935791
8128305,-16.3300552368164
8147043,-16.3491535186768
8165823.5,-16.3680744171143
8184648,-16.386812210083
8203515.5,-16.4053592681885
8222426.5,-16.4237117767334
8241381,-16.4418621063232
8260379.5,-16.4598064422607
8279421.5,-16.4775352478027
8298507.5,-16.495044708252
8317637.5,-16.5123291015625
8336812,-16.5293788909912
8356030,-16.5461921691895
8375293,-16.5627593994141
8394600,-16.5790748596191
8413951,-16.5951328277588
8433348,-16.6109275817871
8452788,-16.6264495849609
8472274,-16.641695022583
