Hz,dB(vout/vin)
8491805,-16.6566562652588
8511380,-16.6713256835938
8531001,-16.685697555542
8550667,-16.699764251709
8570378,-16.7135219573975
8590135,-16.7269592285156
8609938,-16.7400722503662
8629785,-16.7528533935547
8649679,-16.7652931213379
8669619,-16.7773895263672
8689604,-16.7891311645508
8709636,-16.8005123138428
8729714,-16.8115272521973
8749838,-16.8221664428711
8770008,-16.8324241638184
8790225,-16.8422927856445
8810489,-16.8517665863037
8830799,-16.8608360290527
8851156,-16.8694953918457
8871560,-16.8777370452881
8892011,-16.8855533599854
8912509,-16.8929405212402
8933055,-16.8998870849609
8953648,-16.9063873291016
8974288,-16.9124355316162
8994976,-16.918025970459
9015711,-16.9231491088867
9036495,-16.9277992248535
9057326,-16.9319705963135
9078205,-16.9356575012207
9099133,-16.9388523101807
9120108,-16.9415473937988
9141132,-16.9437408447266
9162205,-16.9454250335693
9183326,-16.9465961456299
9204496,-16.9472465515137
9225714,-16.9473743438721
9246982,-16.9469718933105
9268298,-16.9460391998291
9289664,-16.9445705413818
9311079,-16.9425621032715
9332543,-16.940013885498
9354057,-16.9369239807129
9375620,-16.9332904815674
9397233,-16.9291133880615
9418896,-16.9243907928467
9440609,-16.9191265106201
9462372,-16.9133205413818
9484185,-16.9069786071777
9506048,-16.9001045227051
9527962,-16.8927021026611
9549926,-16.8847789764404
9571941,-16.8763427734375
9594006,-16.8674049377441
9616123,-16.8579769134521
9638290,-16.848072052002
9660509,-16.8377017974854
9682779,-16.8268890380859
9705100,-16.8156509399414
9727472,-16.8040084838867
9749896,-16.7919902801514
9772372,-16.7796211242676
9794900,-16.7669334411621
9817479,-16.7539615631104
9840111,-16.740743637085
9862795,-16.7273197174072
9885531,-16.713737487793
9908319,-16.7000465393066
9931160,-16.6863040924072
9954054,-16.6725692749023
9977001,-16.6589069366455
10000000,-16.6453876495361
10023052,-16.6320915222168
10046158,-16.6191005706787
10069317,-16.6065063476563
10092529,-16.5944061279297
10115795,-16.5829029083252
10139114,-16.5721111297607
10162487,-16.5621509552002
10185914,-16.5531520843506
10209395,-16.5452499389648
10232930,-16.5385932922363
10256519,-16.5333347320557
10280163,-16.5296382904053
10303861,-16.5276775360107
10327614,-16.5276355743408
10351422,-16.5297012329102
10375284,-16.5340709686279
10399202,-16.5409564971924
10423174,-16.5505676269531
10447202,-16.5631256103516
10471285,-16.5788593292236
10495424,-16.5979957580566
10519619,-16.6207752227783
10543869,-16.6474304199219
10568175,-16.6781997680664
10592537,-16.7133197784424
10616956,-16.753023147583
10641430,-16.7975425720215
10665961,-16.8470935821533
10690549,-16.901891708374
10715193,-16.9621353149414
10739894,-17.0280132293701
10764652,-17.0996990203857
10789467,-17.177339553833
10814340,-17.2610740661621
10839269,-17.3510131835938
10864256,-17.4472465515137
10889301,-17.5498371124268
10914403,-17.6588268280029
10939564,-17.7742328643799
10964782,-17.8960380554199
10990058,-18.0242137908936
11015393,-18.1586933135986
11040786,-18.2993927001953
11066238,-18.4462051391602
11091748,-18.5990009307861
11117317,-18.7576293945313
11142945,-18.9219245910645
11168632,-19.091703414917
11194379,-19.2667713165283
11220185,-19.4469203948975
11246050,-19.6319332122803
11271975,-19.8215847015381
11297959,-20.0156478881836
11324004,-20.2138938903809
11350108,-20.4160861968994
11376273,-20.6219940185547
11402498,-20.8313903808594
11428783,-21.0440464019775
11455129,-21.259744644165
11481536,-21.4782657623291
11508004,-21.6994018554688
11534533,-21.9229545593262
11561122,-22.1487312316895
11587774,-22.3765411376953
11614486,-22.6062164306641
11641260,-22.8375854492188
11668096,-23.0704898834229
11694994,-23.304780960083
11721954,-23.540319442749
11748976,-23.7769718170166
11776060,-24.0146198272705
11803206,-24.2531433105469
11830416,-24.4924373626709
11857687,-24.7324047088623
11885022,-24.9729518890381
11912420,-25.2139949798584
11939881,-25.4554557800293
11967405,-25.6972637176514
11994993,-25.9393539428711
12022644,-26.1816673278809
12050359,-26.4241466522217
12078138,-26.6667461395264
12105981,-26.9094219207764
12133889,-27.1521320343018
12161860,-27.3948421478271
12189896,-27.6375179290771
12217997,-27.8801364898682
12246162,-28.1226692199707
12274392,-28.3650970458984
12302688,-28.607400894165
12331048,-28.8495655059814
12359474,-29.0915756225586
12387966,-29.333423614502
12416523,-29.5750999450684
12445146,-29.8165969848633
12473835,-30.0579128265381
12502590,-30.2990436553955
12531412,-30.5399875640869
12560300,-30.7807445526123
12589254,-31.0213184356689
12618275,-31.2617092132568
12647363,-31.5019264221191
12676519,-31.7419700622559
12705741,-31.9818496704102
12735031,-32.2215728759766
12764388,-32.4611473083496
12793813,-32.7005844116211
12823306,-32.9398880004883
12852867,-33.1790733337402
12882496,-33.4181518554688
12912193,-33.6571350097656
12941958,-33.8960342407227
12971793,-34.1348648071289
13001696,-34.3736381530762
13031668,-34.6123695373535
13061709,-34.85107421875
13091819,-35.0897636413574
13121999,-35.3284530639648
13152248,-35.5671653747559
13182567,-35.805908203125
13212956,-36.0447044372559
13243415,-36.2835655212402
13273945,-36.5225105285645
13304544,-36.7615547180176
13335214,-37.0007209777832
13365955,-37.2400245666504
13396767,-37.4794807434082
13427650,-37.719108581543
13458604,-37.9589309692383
13489629,-38.1989593505859
13520726,-38.4392204284668
13551894,-38.6797332763672
13583134,-38.9205131530762
13614447,-39.1615791320801
13645831,-39.4029541015625
13677288,-39.644660949707
13708818,-39.8867149353027
13740420,-40.1291427612305
13772095,-40.3719596862793
13803843,-40.6151962280273
13835664,-40.8588600158691
13867558,-41.1029853820801
13899526,-41.3475914001465
13931568,-41.5926971435547
13963684,-41.8383331298828
13995873,-42.0845146179199
14028137,-42.3312683105469
14060475,-42.5786209106445
14092888,-42.8265953063965
14125375,-43.0752105712891
14157938,-43.3245010375977
14190575,-43.5744895935059
14223288,-43.8251991271973
14256076,-44.0766563415527
14288940,-44.3288917541504
14321879,-44.5819282531738
14354894,-44.8357963562012
14387986,-45.0905265808105
14421154,-45.3461456298828
14454398,-45.6026840209961
14487719,-45.8601684570313
14521116,-46.1186332702637
14554591,-46.3781089782715
14588143,-46.6386260986328
14621772,-46.900218963623
14655478,-47.1629219055176
14689263,-47.4267654418945
14723125,-47.6917877197266
14757065,-47.9580230712891
14791084,-48.2255096435547
14825181,-48.4942855834961
14859356,-48.7643852233887
14893611,-49.0358467102051
14927944,-49.3087196350098
14962357,-49.5830383300781
14996848,-49.8588447570801
15031420,-50.1361846923828
15066071,-50.4151039123535
15100802,-50.6956481933594
15135612,-50.9778633117676
15170504,-51.2617988586426
15205475,-51.5475082397461
15240528,-51.8350372314453
15275661,-52.1244430541992
15310875,-52.4157829284668
15346170,-52.7091064453125
15381546,-53.0044784545898
15417005,-53.3019561767578
15452544,-53.6016044616699
15488166,-53.9034843444824
15523870,-54.2076683044434
15559656,-54.5142211914063
15595525,-54.8232154846191
15631476,-55.1347274780273
15667511,-55.4488296508789
15703628,-55.7656059265137
15739829,-56.0851364135742
15776113,-56.4075088500977
15812480,-56.7328109741211
15848932,-57.0611381530762
15885467,-57.3925857543945
15922087,-57.7272529602051
15958791,-58.0652465820313
15995580,-58.4066772460938
16032454,-58.751651763916
16069413,-59.1002998352051
16106456,-59.4527397155762
16143586,-59.8091049194336
16180800,-60.1695251464844
16218101,-60.5341491699219
16255488,-60.9031257629395
16292960,-61.276611328125
16330519,-61.6547660827637
16368165,-62.037769317627
16405898,-62.4258003234863
16443717,-62.8190536499023
16481624,-63.2177238464355
16519618,-63.6220321655273
16557700,-64.0321960449219
16595869,-64.4484634399414
16634127,-64.8710708618164
16672472,-65.3003005981445
16710906,-65.7364273071289
16749429,-66.1797561645508
16788040,-66.6305999755859
16826740,-67.0893020629883
16865530,-67.5562210083008
16904410,-68.0317535400391
16943378,-68.5163116455078
16982436,-69.0103378295898
17021586,-69.5142974853516
17060824,-70.0287246704102
17100154,-70.5541534423828
17139574,-71.091178894043
17179084,-71.6404571533203
17218686,-72.2026748657227
17258378,-72.7785873413086
17298164,-73.369026184082
17338040,-73.9748840332031
17378008,-74.5971450805664
17418068,-75.2368927001953
17458222,-75.8953094482422
17498466,-76.5736999511719
17538806,-77.2735290527344
17579236,-77.9963912963867
17619760,-78.7441024780273
17660378,-79.518669128418
17701090,-80.3223724365234
17741894,-81.1577758789063
17782794,-82.0277938842773
17823788,-82.9357833862305
17864876,-83.8855743408203
17906058,-84.8816375732422
17947336,-85.9291839599609
17988710,-87.0343399047852
18030178,-88.2044143676758
18071742,-89.4481811523438
18113400,-90.7763214111328
18155156,-92.2020111083984
18197008,-93.7417678833008
18238958,-95.4166870117188
18281002,-97.2543106079102
18323144,-99.2915496826172
18365384,-101.579467773438
18407720,-104.19164276123
18450154,-107.239654541016
18492686,-110.90486907959
18535316,-115.512298583984
18578044,-121.739028930664
18620872,-131.429946899414
18663796,-154.885192871094
18706822,-144.341491699219
18749946,-128.200149536133
18793168,-120.033332824707
18836490,-114.538932800293
18879914,-110.401260375977
18923436,-107.086685180664
18967060,-104.325218200684
19010782,-101.961166381836
19054608,-99.8965072631836
19098532,-98.0655517578125
19142560,-96.4220809936523
19186688,-94.9323577880859
19230918,-93.5709991455078
19275250,-92.3184432983398
19319684,-91.1592483520508
19364220,-90.0810699462891
19408858,-89.0738525390625
19453600,-88.129280090332
19498446,-87.2404479980469
19543394,-86.4015045166016
19588446,-85.6074829101563
19633602,-84.8541259765625
19678862,-84.1377487182617
19724228,-83.4551391601563
19769696,-82.8034973144531
19815270,-82.1803359985352
19860950,-81.5834884643555
19906734,-81.010986328125
19952624,-80.4611053466797
19998618,-79.9322738647461
20044720,-79.4231033325195
20090928,-78.9323043823242
20137242,-78.4587478637695
20183664,-78.0013656616211
20230192,-77.5592193603516
20276828,-77.1314315795898
20323570,-76.7172012329102
20370420,-76.3157958984375
20417380,-75.9265365600586
20464446,-75.5487899780273
20511622,-75.1819839477539
20558906,-74.8255844116211
20606300,-74.4790878295898
20653802,-74.1420364379883
20701414,-73.8139953613281
20749136,-73.4945526123047
20796966,-73.1833419799805
20844908,-72.880012512207
20892962,-72.5842208862305
20941124,-72.2956695556641
20989398,-72.0140609741211
21037784,-71.7391204833984
21086282,-71.4705810546875
21134890,-71.2082138061523
21183612,-70.951774597168
21232444,-70.7010498046875
21281390,-70.4558334350586
21330450,-70.215934753418
21379620,-69.9811553955078
21428906,-69.751335144043
21478304,-69.5262908935547
21527818,-69.3058700561523
21577444,-69.0899276733398
21627186,-68.8783187866211
21677042,-68.6708908081055
21727012,-68.467529296875
21777098,-68.2681045532227
21827300,-68.0724945068359
21877616,-67.8805847167969
21928050,-67.692268371582
21978598,-67.507438659668
22029264,-67.3259963989258
22080048,-67.1478500366211
22130948,-66.9729080200195
22181964,-66.8010711669922
22233098,-66.6322631835938
22284352,-66.4664001464844
22335722,-66.3034057617188
22387212,-66.1432037353516
22438820,-65.985725402832
22490546,-65.8308944702148
22542392,-65.6786422729492
22594358,-65.528923034668
22646444,-65.3816528320313
22698648,-65.2367782592773
22750974,-65.0942459106445
22803420,-64.9540023803711
22855988,-64.8159790039063
22908676,-64.6801376342773
22961486,-64.5464324951172
23014418,-64.414794921875
23067472,-64.2851943969727
23120648,-64.157585144043
23173946,-64.0319137573242
23227368,-63.9081420898438
23280912,-63.7862319946289
23334580,-63.6661415100098
23388372,-63.5478286743164
23442288,-63.4312629699707
23496328,-63.31640625
23550492,-63.2032165527344
23604782,-63.091667175293
23659196,-62.9817237854004
23713738,-62.8733520507813
23768402,-62.7665214538574
23823194,-62.6612014770508
23878112,-62.5573616027832
23933158,-62.4549751281738
23988330,-62.3540153503418
24043628,-62.2544555664063
24099054,-62.1562652587891
24154608,-62.0594215393066
24210290,-61.9638977050781
24266100,-61.8696746826172
24322040,-61.7767219543457
24378108,-61.6850204467773
24434306,-61.5945472717285
24490632,-61.5052795410156
24547090,-61.4171981811523
24603676,-61.3302841186523
24660394,-61.2445106506348
24717242,-61.1598625183105
24774220,-61.0763206481934
24831332,-60.9938659667969
24888574,-60.9124794006348
24945948,-60.832145690918
25003454,-60.7528419494629
25061092,-60.6745567321777
25118864,-60.5972709655762
25176770,-60.5209693908691
25234808,-60.4456367492676
25292980,-60.3712539672852
25351286,-60.2978134155273
25409728,-60.2252922058105
25468302,-60.1536827087402
25527014,-60.0829658508301
25585858,-60.0131301879883
25644840,-59.9441604614258
25703958,-59.8760452270508
25763212,-59.8087730407715
25822602,-59.7423286437988
25882130,-59.676700592041
25941794,-59.6118774414063
26001596,-59.5478477478027
26061536,-59.4845962524414
26121614,-59.422119140625
26181830,-59.3603973388672
26242186,-59.2994232177734
26302680,-59.2391891479492
26363314,-59.1796798706055
26424088,-59.1208915710449
26485002,-59.0628051757813
26546056,-59.0054168701172
26607250,-58.9487190246582
26668586,-58.8926963806152
26730064,-58.837345123291
26791684,-58.7826538085938
26853444,-58.7286109924316
26915348,-58.6752128601074
26977394,-58.6224479675293
27039584,-58.5703086853027
27101916,-58.5187873840332
27164392,-58.4678726196289
27227014,-58.4175643920898
27289778,-58.3678436279297
27352688,-58.3187141418457
27415742,-58.2701606750488
27478942,-58.2221832275391
27542288,-58.1747665405273
27605778,-58.1279067993164
27669416,-58.0815963745117
27733202,-58.035831451416
27797132,-57.9906044006348
27861212,-57.9459037780762
27925438,-57.9017295837402
27989814,-57.8580741882324
28054336,-57.8149261474609
28119008,-57.7722854614258
28183830,-57.7301445007324
28248800,-57.6884956359863
28313920,-57.6473350524902
28379190,-57.6066589355469
28444612,-57.5664520263672
28510182,-57.5267219543457
28575906,-57.4874534606934
28641780,-57.4486465454102
28707806,-57.4102935791016
28773984,-57.3723907470703
28840316,-57.3349304199219
28906798,-57.2979125976563
28973436,-57.2613258361816
29040226,-57.225170135498
29107172,-57.1894378662109
29174270,-57.1541290283203
29241524,-57.1192321777344
29308932,-57.0847473144531
29376496,-57.0506706237793
29444216,-57.0169944763184
29512092,-56.9837188720703
29580124,-56.9508323669434
29648314,-56.9183387756348
29716660,-56.8862266540527
29785164,-56.8544998168945
29853826,-56.8231468200684
29922646,-56.7921714782715
29991626,-56.7615623474121
30060764,-56.731315612793
30130060,-56.7014350891113
30199518,-56.6719131469727
30269134,-56.6427421569824
30338912,-56.6139221191406
30408850,-56.58544921875
30478950,-56.5573234558105
30549212,-56.5295333862305
30619634,-56.502082824707
30690220,-56.4749641418457
30760968,-56.4481773376465
30831880,-56.4217185974121
30902954,-56.395580291748
30974192,-56.3697624206543
31045596,-56.3442649841309
31117164,-56.3190765380859
31188896,-56.2942047119141
31260794,-56.2696380615234
31332858,-56.2453765869141
31405086,-56.2214164733887
31477484,-56.1977577209473
31550046,-56.1743965148926
31622776,-56.1513290405273
31695674,-56.1285514831543
31768740,-56.1060600280762
31841976,-56.0838584899902
31915378,-56.0619354248047
31988952,-56.0402946472168
32062694,-56.0189323425293
32136606,-55.9978446960449
32210688,-55.9770278930664
32284942,-55.956485748291
32359366,-55.936206817627
32433962,-55.9161949157715
32508730,-55.8964462280273
32583670,-55.8769569396973
32658784,-55.8577270507813
32734070,-55.838752746582
32809530,-55.8200340270996
32885164,-55.8015632629395
32960972,-55.7833442687988
33036954,-55.7653694152832
33113112,-55.7476425170898
33189446,-55.7301559448242
33265956,-55.7129096984863
33342642,-55.6959037780762
33419504,-55.6791343688965
33496544,-55.66259765625
33573760,-55.6462936401367
33651156,-55.6302223205566
33728732,-55.6143760681152
33806484,-55.5987586975098
33884416,-55.5833625793457
33962528,-55.5681915283203
34040820,-55.5532417297363
34119292,-55.5385131835938
34197944,-55.523998260498
34276780,-55.5097007751465
34355796,-55.4956130981445
34434992,-55.4817390441895
34514372,-55.4680786132813
34593936,-55.4546241760254
34673684,-55.4413757324219
34753616,-55.4283294677734
34833732,-55.4154891967773
34914032,-55.4028511047363
34994516,-55.3904113769531
35075188,-55.378173828125
35156044,-55.3661308288574
35237088,-55.3542823791504
35318316,-55.3426284790039
35399736,-55.3311653137207
35481340,-55.3198928833008
35563132,-55.3088111877441
35645112,-55.2979164123535
35727284,-55.2872047424316
35809644,-55.276683807373
35892192,-55.2663421630859
35974932,-55.2561836242676
36057864,-55.2462043762207
36140988,-55.2364044189453
36224300,-55.2267799377441
36307804,-55.2173347473145
36391504,-55.208065032959
36475396,-55.1989669799805
36559480,-55.1900444030762
36643756,-55.1812896728516
36728232,-55.1727027893066
36812896,-55.1642875671387
36897760,-55.1560401916504
36982816,-55.1479568481445
37068072,-55.1400375366211
37153524,-55.1322822570801
37239172,-55.1246871948242
37325016,-55.1172561645508
37411060,-55.1099853515625
37497300,-55.1028709411621
37583740,-55.0959167480469
37670380,-55.0891151428223
37757220,-55.0824699401855
37844260,-55.0759773254395
37931500,-55.0696411132813
38018940,-55.0634536743164
38106584,-55.0574188232422
38194428,-55.0515327453613
38282476,-55.0457954406738
38370724,-55.0402069091797
38459180,-55.0347633361816
38547836,-55.0294647216797
38636696,-55.0243072509766
38725764,-55.0192985534668
38815036,-55.0144309997559
38904516,-55.0097007751465
38994200,-55.0051155090332
39084088,-55.0006675720215
39174188,-54.9963569641113
39264492,-54.9921836853027
39355008,-54.9881477355957
39445732,-54.984245300293
39536664,-54.9804801940918
39627804,-54.9768486022949
39719156,-54.9733467102051
39810716,-54.9699783325195
39902492,-54.966739654541
39994476,-54.9636306762695
40086672,-54.9606513977051
40179080,-54.9578018188477
40271704,-54.955078125
40364540,-54.9524803161621
40457588,-54.950008392334
40550852,-54.9476623535156
40644332,-54.9454345703125
40738028,-54.9433364868164
40831940,-54.9413566589355
40926064,-54.9394989013672
41020412,-54.9377632141113
41114972,-54.9361457824707
41209752,-54.9346466064453
41304752,-54.9332656860352
41399968,-54.9320030212402
41495404,-54.9308586120605
41591060,-54.9298286437988
41686940,-54.9289131164551
41783036,-54.928108215332
41879356,-54.9274215698242
41975900,-54.9268455505371
42072664,-54.926383972168
42169652,-54.9260330200195
42266860,-54.9257888793945
42364296,-54.9256591796875
42461956,-54.9256362915039
42559840,-54.9257202148438
42657952,-54.9259147644043
42756288,-54.9262161254883
42854852,-54.9266204833984
42953644,-54.9271354675293
43052660,-54.9277534484863
43151908,-54.9284744262695
43251384,-54.9292984008789
43351088,-54.9302253723145
43451024,-54.9312553405762
43551188,-54.9323883056641
43651584,-54.9336204528809
43752212,-54.9349555969238
43853068,-54.9363899230957
43954160,-54.9379196166992
44055488,-54.9395523071289
44157044,-54.9412803649902
44258836,-54.9431076049805
44360864,-54.9450302124023
44463128,-54.9470481872559
44565624,-54.949161529541
44668360,-54.9513702392578
44771332,-54.953670501709
44874540,-54.9560699462891
44977984,-54.9585571289063
45081672,-54.9611396789551
45185596,-54.9638137817383
45289756,-54.9665794372559
45394160,-54.9694366455078
45498808,-54.9723815917969
45603692,-54.9754180908203
45708820,-54.9785423278809
45814188,-54.9817581176758
45919800,-54.9850578308105
46025656,-54.9884490966797
46131756,-54.9919242858887
46238104,-54.9954872131348
46344692,-54.999137878418
46451528,-55.002872467041
46558608,-55.0066909790039
46665940,-55.0105934143066
46773516,-55.0145797729492
46881340,-55.0186500549316
46989412,-55.0228042602539
47097732,-55.027042388916
47206304,-55.0313606262207
47315124,-55.035758972168
47424200,-55.0402374267578
47533524,-55.0447998046875
47643100,-55.0494384765625
47752928,-55.0541572570801
47863008,-55.0589561462402
47973344,-55.063835144043
48083936,-55.068790435791
48194780,-55.0738258361816
48305880,-55.0789337158203
48417236,-55.0841217041016
48528852,-55.0893859863281
48640720,-55.0947227478027
48752848,-55.1001396179199
48865236,-55.1056289672852
48977880,-55.1111907958984
49090788,-55.116828918457
49203952,-55.1225433349609
49317380,-55.1283264160156
49431068,-55.1341857910156
49545020,-55.1401138305664
49659232,-55.1461143493652
49773708,-55.1521873474121
49888448,-55.158332824707
50003452,-55.1645469665527
50118724,-55.1708335876465
50234260,-55.177188873291
50350060,-55.1836128234863
50466128,-55.1901092529297
50582468,-55.1966705322266
50699072,-55.2033004760742
50815944,-55.2099990844727
50933088,-55.2167663574219
51050500,-55.2235984802246
51168184,-55.2304992675781
51286140,-55.2374649047852
51404364,-55.244499206543
51522864,-55.251594543457
51641636,-55.2587585449219
51760684,-55.2659873962402
51880004,-55.2732810974121
51999600,-55.2806358337402
52119472,-55.2880592346191
52239620,-55.2955436706543
52360044,-55.3030891418457
52480748,-55.3106994628906
52601728,-55.3183708190918
52722988,-55.3261070251465
52844524,-55.3339004516602
52966344,-55.3417587280273
53088444,-55.3496780395508
53210824,-55.3576545715332
53333488,-55.3656959533691
53456436,-55.3737945556641
53579664,-55.381950378418
53703180,-55.3901710510254
53826980,-55.3984489440918
53951064,-55.4067840576172
54075432,-55.4151763916016
54200088,-55.4236297607422
54325032,-55.4321403503418
54450264,-55.4407043457031
54575788,-55.4493293762207
54701596,-55.4580116271973
54827696,-55.4667472839355
54954088,-55.4755401611328
55080768,-55.4843902587891
55207744,-55.4932975769043
55335012,-55.502254486084
55462572,-55.5112686157227
55590424,-55.5203399658203
55718576,-55.5294647216797
55847020,-55.5386428833008
55975760,-55.5478744506836
56104796,-55.5571556091309
56234132,-55.5664939880371
56363764,-55.5758857727051
56493696,-55.5853309631348
56623928,-55.5948257446289
56754460,-55.6043739318848
56885292,-55.6139717102051
57016428,-55.6236228942871
57147864,-55.6333236694336
57279604,-55.6430778503418
57411648,-55.6528816223145
57543992,-55.6627349853516
57676648,-55.6726379394531
57809604,-55.6825942993164
57942868,-55.6925964355469
58076440,-55.7026481628418
58210320,-55.7127494812012
58344512,-55.722900390625
58479008,-55.733097076416
58613816,-55.7433433532715
58748936,-55.7536392211914
58884364,-55.7639846801758
59020108,-55.7743721008301
59156164,-55.7848091125488
59292532,-55.795295715332
59429216,-55.8058242797852
59566216,-55.8164024353027
59703528,-55.8270263671875
59841160,-55.8376960754395
59979108,-55.8484077453613
60117372,-55.8591690063477
60255960,-55.8699760437012
60394864,-55.8808288574219
60534088,-55.8917236328125
60673632,-55.9026641845703
60813500,-55.913646697998
60953688,-55.924674987793
61094204,-55.9357490539551
61235040,-55.9468650817871
61376200,-55.9580230712891
61517688,-55.9692268371582
61659500,-55.9804725646973
61801640,-55.9917602539063
61944108,-56.0030899047852
62086904,-56.014461517334
62230028,-56.0258750915527
62373484,-56.0373344421387
62517268,-56.0488319396973
62661388,-56.0603713989258
62805836,-56.0719528198242
62950620,-56.0835723876953
63095736,-56.0952339172363
63241184,-56.1069374084473
63386972,-56.1186828613281
63533092,-56.1304664611816
63679552,-56.1422882080078
63826348,-56.1541519165039
63973484,-56.1660537719727
64120956,-56.1779937744141
64268772,-56.1899757385254
64416928,-56.2019958496094
64565424,-56.214054107666
64714260,-56.2261505126953
64863444,-56.2382850646973
65012968,-56.2504577636719
65162840,-56.2626686096191
65313056,-56.2749176025391
65463616,-56.2872009277344
65614528,-56.2995262145996
65765784,-56.3118858337402
65917388,-56.3242835998535
66069344,-56.3367156982422
66221652,-56.3491859436035
66374308,-56.3616943359375
66527316,-56.3742370605469
66680676,-56.3868179321289
66834392,-56.3994293212891
66988460,-56.4120826721191
67142888,-56.4247665405273
67297664,-56.4374885559082
67452800,-56.4502449035645
67608296,-56.4630355834961
67764152,-56.4758605957031
67920360,-56.4887237548828
68076936,-56.5016174316406
68233872,-56.5145454406738
68391168,-56.5275077819824
68548824,-56.5405044555664
68706848,-56.5535354614258
68865232,-56.5666007995605
69023984,-56.5796966552734
69183096,-56.5928268432617
69342584,-56.6059913635254
69502432,-56.6191864013672
69662648,-56.6324157714844
69823240,-56.6456756591797
69984200,-56.6589698791504
70145528,-56.6722984313965
70307232,-56.6856536865234
70469304,-56.6990432739258
70631752,-56.7124633789063
70794576,-56.7259178161621
70957776,-56.7394027709961
71121352,-56.7529182434082
71285304,-56.7664642333984
71449632,-56.7800407409668
71614344,-56.7936515808105
71779432,-56.8072891235352
71944896,-56.8209571838379
72110744,-56.8346557617188
72276984,-56.8483848571777
72443600,-56.8621482849121
72610592,-56.8759346008301
72777984,-56.8897552490234
72945752,-56.9036026000977
73113912,-56.91748046875
73282456,-56.9313888549805
73451384,-56.9453239440918
73620712,-56.9592895507813
73790424,-56.9732856750488
73960528,-56.9873046875
74131024,-57.0013580322266
74301912,-57.015438079834
74473200,-57.0295448303223
74644872,-57.0436820983887
74816952,-57.0578460693359
74989424,-57.0720367431641
75162288,-57.086254119873
75335560,-57.1005020141602
75509224,-57.1147766113281
75683288,-57.129077911377
75857760,-57.1434059143066
76032624,-57.1577606201172
76207904,-57.1721458435059
76383576,-57.1865539550781
76559664,-57.2009887695313
76736152,-57.2154502868652
76913048,-57.2299385070801
77090344,-57.2444534301758
77268056,-57.2589950561523
77446176,-57.2735633850098
77624712,-57.2881546020508
77803656,-57.3027725219727
77983008,-57.3174171447754
78162784,-57.3320846557617
78342968,-57.3467788696289
78523560,-57.361499786377
78704576,-57.3762435913086
78886008,-57.3910140991211
79067864,-57.4058074951172
79250136,-57.4206275939941
79432824,-57.4354705810547
79615936,-57.4503402709961
79799472,-57.4652328491211
79983424,-57.4801483154297
80167808,-57.4950904846191
80352616,-57.5100555419922
80537848,-57.5250434875488
80723504,-57.5400543212891
80909592,-57.5550918579102
81096104,-57.5701522827148
81283048,-57.5852355957031
81470432,-57.600341796875
81658240,-57.6154708862305
81846480,-57.6306228637695
82035152,-57.6457977294922
82224264,-57.6609954833984
82413808,-57.6762161254883
82603792,-57.6914596557617
82794216,-57.7067260742188
82985080,-57.7220153808594
83176376,-57.7373237609863
83368120,-57.7526550292969
83560304,-57.7680130004883
83752928,-57.783390045166
83946000,-57.7987861633301
84139512,-57.814208984375
84333472,-57.829647064209
84527888,-57.8451118469238
84722744,-57.860595703125
84918048,-57.8761024475098
85113800,-57.8916320800781
85310008,-57.9071769714355
85506672,-57.9227485656738
85703784,-57.9383392333984
85901352,-57.9539489746094
86099376,-57.9695816040039
86297856,-57.9852333068848
86496792,-58.0009078979492
86696184,-58.0166015625
86896040,-58.0323143005371
87096360,-58.0480461120605
87297136,-58.0638008117676
87498376,-58.0795745849609
87700080,-58.0953674316406
87902248,-58.1111831665039
88104888,-58.1270179748535
88307992,-58.1428680419922
88511560,-58.1587409973145
88715600,-58.174633026123
88920112,-58.190544128418
89125096,-58.2064743041992
89330552,-58.2224235534668
89536480,-58.2383918762207
89742880,-58.2543830871582
89949760,-58.2703895568848
90157112,-58.2864112854004
90364944,-58.3024559020996
90573264,-58.3185195922852
90782056,-58.334602355957
90991328,-58.350700378418
91201080,-58.3668174743652
91411328,-58.3829536437988
91622048,-58.3991088867188
91833256,-58.4152793884277
92044960,-58.4314727783203
92257144,-58.4476776123047
92469816,-58.4639053344727
92682984,-58.4801483154297
92896640,-58.496410369873
93110784,-58.5126876831055
93325432,-58.5289840698242
93540568,-58.5452995300293
93756200,-58.5616302490234
93972328,-58.5779800415039
94188960,-58.5943450927734
94406088,-58.610725402832
94623720,-58.627124786377
94841848,-58.6435432434082
95060480,-58.6599769592285
95279616,-58.6764259338379
95499256,-58.6928901672363
95719408,-58.7093734741211
95940064,-58.7258758544922
96161224,-58.7423896789551
96382904,-58.7589225769043
96605088,-58.7754707336426
96827784,-58.7920341491699
97051000,-58.8086166381836
97274720,-58.8252143859863
97498960,-58.8418273925781
97723720,-58.858455657959
97949000,-58.8750991821289
98174792,-58.8917579650879
98401112,-58.9084358215332
98627952,-58.9251251220703
98855312,-58.9418334960938
99083192,-58.9585571289063
99311608,-58.9752922058105
99540544,-58.9920463562012
99770008,-59.0088157653809
100000000,-59.0255966186523
